No.,cpuname,Description:,Socket:,Clockspeed:,Turbo Speed:,Cores:,Threads:,Typical TDP:,Cache Size:,Memory Support:,Other names:,CPU First Seen on Charts:,CPUmark/$Price:,Overall Rank:,Last Price Change:,PassMark CPU Rating:,Single Thread Rating:,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread,single_thread,multi_thread,FLOPS,Class:,TDP Down:,TDP Up,Total Cores:,Primary Cores:,Secondary Cores:,Performance Cores:,Efficient Cores:
4699,MT6750V/C,MT6750V/C,MT6750V/C,1.5 GHz,,8,8,,,,MT6750V/C,Q1 2022,NA,3050,NA,1416,410,"14,524 MOps/Sec","2,415 MOps/Sec",4 Million Primes/Sec,"3,945 Thousand Strings/Sec","1,628 MBytes/Sec","25,548 KBytes/Sec",81 Frames/Sec,342 Million Matrices/Sec,410 MOps/Sec,410.0,342.0,2415.0,Mobile/Embedded,,,,,,,
4761,AMD Ryzen 7 4850U Mobile,AMD Ryzen 7 4850U Mobile Processor,FP6,1.7 GHz,4.1 GHz,8,16,15 W,"L1: 512 KB, L2: 4.0 MB, L3: 8 MB",,AMD Ryzen 7 4850U Mobile Processor,Q1 2022,NA,647,NA,15920,2654,"55,934 MOps/Sec","31,136 MOps/Sec",33 Million Primes/Sec,"22,551 Thousand Strings/Sec","12,805 MBytes/Sec","210,370 KBytes/Sec",729 Frames/Sec,"13,107 Million Matrices/Sec","2,654 MOps/Sec",2654.0,13107.0,31136.0,Laptop,,,,,,,
4751,AMD Ryzen 9 6900HS,with Radeon Graphics,FP7,3.2 GHz,4.7 GHz,8,16,35 W,"L1: 512 KB, L2: 4.0 MB, L3: 16 MB",,AMD Ryzen 9 6900HS with Radeon Graphics,Q1 2022,NA,353,NA,23921,3324,"90,343 MOps/Sec","49,995 MOps/Sec",58 Million Primes/Sec,"32,049 Thousand Strings/Sec","18,966 MBytes/Sec","304,292 KBytes/Sec","1,048 Frames/Sec","20,676 Million Matrices/Sec","3,324 MOps/Sec",3324.0,20676.0,49995.0,Laptop,,,,,,,
4759,Intel Core i5-1240P,Intel Iris Xe Graphics G7,FCBGA1744,,,,,28 W,"L1: 1088 KB, L2: 9.0 MB, L3: 12 MB","Max. Memory Size: 64 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to )","12th Gen Intel(R) Core(TM) i5-1240P, 12th Gen Intel Core i5-1240P",Q1 2022,NA,588,NA,17343,3300,"65,328 MOps/Sec","45,449 MOps/Sec",48 Million Primes/Sec,"22,903 Thousand Strings/Sec","11,980 MBytes/Sec","202,127 KBytes/Sec",952 Frames/Sec,"11,742 Million Matrices/Sec","3,300 MOps/Sec",3300.0,11742.0,45449.0,Laptop,,,"12 Cores, 16 Threads",,,"4 Cores, 8 Threads, 1.7 GHz Base, 4.4 GHz Turbo","8 Cores, 8 Threads, 1.2 GHz Base, 3.3 GHz Turbo"
4750,Intel Core i5-12500H,Intel Iris Xe Graphics,FCBGA1744,,,,,45 W,"L1: 1088 KB, L2: 9.0 MB, L3: 18 MB","Max. Memory Size: 64 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to )","12th Gen Intel(R) Core(TM) i5-12500H, 12th Gen Intel Core i5-12500H",Q1 2022,69.58,428,From submitted results to PerformanceTest V10 as of 31st of October 2023.,21638,3510,"74,495 MOps/Sec","54,507 MOps/Sec",60 Million Primes/Sec,"29,639 Thousand Strings/Sec","15,535 MBytes/Sec","267,371 KBytes/Sec","1,060 Frames/Sec","15,774 Million Matrices/Sec","3,510 MOps/Sec",3510.0,15774.0,54507.0,Laptop,35 W,: 95 W,"12 Cores, 16 Threads",,,"4 Cores, 8 Threads, 2.5 GHz Base, 4.5 GHz Turbo","8 Cores, 8 Threads, NA Base, 3.3 GHz Turbo"
4650,MT6833P,MT6833P,MT6833P,2.4 GHz,,8,8,,,,MT6833P,Q4 2021,NA,1782,NA,4158,1377,"23,573 MOps/Sec","6,812 MOps/Sec",11 Million Primes/Sec,"10,143 Thousand Strings/Sec","3,096 MBytes/Sec","65,025 KBytes/Sec",227 Frames/Sec,"1,438 Million Matrices/Sec","1,377 MOps/Sec",1377.0,1438.0,6812.0,Mobile/Embedded,,,,,,,
4696,Intel Core i3-1115GRE @ 3.00GHz,11th Gen Intel(R) Core(TM) i3-1115GRE @ 3.00GHz,FCBGA1449,3.0 GHz,3.9 GHz,2,4,15 W,"L1: 160 KB, L2: 2.5 MB, L3: 6 MB","Max. Memory Size: 64 GB (DDR4-3200, LPDDR4x-3733, In -Band ECC, ECC Supported)",11th Gen Intel(R) Core(TM) i3-1115GRE @ 3.00GHz,Q1 2022,12.48,1766,From submitted results to PerformanceTest V10 as of 31st of October 2023.,4220,2000,"13,219 MOps/Sec","8,005 MOps/Sec",17 Million Primes/Sec,"5,327 Thousand Strings/Sec","2,331 MBytes/Sec","43,810 KBytes/Sec",301 Frames/Sec,"3,156 Million Matrices/Sec","2,000 MOps/Sec",2000.0,3156.0,8005.0,Mobile/Embedded,12 W,: 28 W,,,,,
4748,AMD Athlon X4 730,AMD Athlon(tm) X4 730 Quad Core Processor,FM2,2.8 GHz,3.2 GHz,4 (in 2 physical modules),,65 W,"L1: 320 KB, L2: 8.0 MB,",,AMD Athlon(tm) X4 730 Quad Core Processor,Q1 2022,NA,2506,NA,2278,937,"15,041 MOps/Sec","4,051 MOps/Sec",10 Million Primes/Sec,"4,905 Thousand Strings/Sec",670.1 MBytes/Sec,"39,152 KBytes/Sec",233 Frames/Sec,955 Million Matrices/Sec,937 MOps/Sec,937.0,955.0,4051.0,Desktop,,,,,,,
4765,Intel Core i5-1235U,Intel Iris Xe Graphics,FCBGA1744,,,,,15 W,"L1: 928 KB, L2: 6.5 MB, L3: 12 MB","Max. Memory Size: 64 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to )","12th Gen Intel(R) Core(TM) i5-1235U, 12th Gen Intel Core i5-1235U",Q1 2022,44.10,758,From submitted results to PerformanceTest V10 as of 31st of October 2023.,13627,3286,"51,753 MOps/Sec","34,655 MOps/Sec",38 Million Primes/Sec,"17,958 Thousand Strings/Sec","9,786 MBytes/Sec","152,617 KBytes/Sec",747 Frames/Sec,"8,441 Million Matrices/Sec","3,286 MOps/Sec",3286.0,8441.0,34655.0,"Laptop, Mobile/Embedded",,: 55 W,"10 Cores, 12 Threads",,,"2 Cores, 4 Threads, 1.3 GHz Base, 4.4 GHz Turbo","8 Cores, 8 Threads, 0.9 GHz Base, 3.3 GHz Turbo"
4776,AMD Ryzen Threadripper PRO 5975WX,AMD Ryzen Threadripper PRO 5975WX 32-Cores,sWRX8,3.6 GHz,4.5 GHz,32,64,280 W,"L1: 2048 KB, L2: 16.0 MB, L3: 128 MB",,AMD Ryzen Threadripper PRO 5975WX 32-Cores,Q1 2022,28.07,25,From submitted results to PerformanceTest V10 as of 31st of October 2023.,75798,3314,"363,254 MOps/Sec","202,046 MOps/Sec",460 Million Primes/Sec,"126,528 Thousand Strings/Sec","80,065 MBytes/Sec","1,290,357 KBytes/Sec","4,570 Frames/Sec","82,006 Million Matrices/Sec","3,314 MOps/Sec",3314.0,82006.0,202046.0,"Desktop, Server",,,,,,,
4784,Intel Core i5-12600T,Intel UHD Graphics 770,FCLGA1700,2.1 GHz,4.6 GHz,6,12,35 W,"L1: 480 KB, L2: 7.5 MB, L3: 18 MB","Max. Memory Size: 128 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, ECC Supported)","12th Gen Intel(R) Core(TM) i5-12600T, 12th Gen Intel Core i5-12600T",Q1 2022,NA,581,NA,17547,3422,"54,119 MOps/Sec","41,731 MOps/Sec",80 Million Primes/Sec,"20,297 Thousand Strings/Sec","10,220 MBytes/Sec","198,770 KBytes/Sec","1,230 Frames/Sec","13,312 Million Matrices/Sec","3,422 MOps/Sec",3422.0,13312.0,41731.0,Desktop,,: 74 W,,,,,
4703,Intel Xeon Gold 5318Y @ 2.10GHz,"Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz, Intel Xeon Gold 5318Y CPU @ 2.10GHz",FCLGA4189,2.1 GHz,3.4 GHz,24,48,165 W,,,"Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz, Intel Xeon Gold 5318Y CPU @ 2.10GHz",Q1 2022,19.58,190,From submitted results to PerformanceTest V10 as of 31st of October 2023.,33283,2083,"148,915 MOps/Sec","83,458 MOps/Sec",129 Million Primes/Sec,"56,429 Thousand Strings/Sec","29,007 MBytes/Sec","539,878 KBytes/Sec","1,891 Frames/Sec","38,846 Million Matrices/Sec","2,083 MOps/Sec",2083.0,38846.0,83458.0,Server,,,,,,,
4780,AMD Ryzen 3 4200GE,with Radeon Graphics,AM4,1.7 GHz,3.5 GHz,4,8,,"L1: 256 KB, L2: 2.0 MB, L3: 4 MB",,AMD Ryzen 3 4200GE with Radeon Graphics,Q1 2022,NA,410,NA,10923,2517,"32,192 MOps/Sec","19,094 MOps/Sec",22 Million Primes/Sec,"15,391 Thousand Strings/Sec","9,302 MBytes/Sec","148,781 KBytes/Sec",537 Frames/Sec,"9,475 Million Matrices/Sec","2,517 MOps/Sec",2517.0,9475.0,19094.0,Desktop,,,,,,,
4792,Intel Xeon E-2334 @ 3.40GHz,Intel(R) Xeon(R) E-2334 CPU @ 3.40GHz,FCLGA1200,3.4 GHz,4.8 GHz,4,8,65 W,"L1: 320 KB, L2: 2.0 MB, L3: 8 MB","Max. Memory Size: 128 GB (DDR4-3200, ECC Supported)",Intel(R) Xeon(R) E-2334 CPU @ 3.40GHz,Q1 2022,43.24,785,From submitted results to PerformanceTest V10 as of 31st of October 2023.,13189,3244,"43,238 MOps/Sec","25,757 MOps/Sec",45 Million Primes/Sec,"17,297 Thousand Strings/Sec","7,763 MBytes/Sec","147,800 KBytes/Sec",802 Frames/Sec,"10,020 Million Matrices/Sec","3,244 MOps/Sec",3244.0,10020.0,25757.0,Server,,,,,,,
4790,AMD Ryzen 7 3700C,with Radeon Vega Mobile Gfx,FP5,2.3 GHz,4.0 GHz,4,8,15 W,,,AMD Ryzen 7 3700C  with Radeon Vega Mobile Gfx,Q1 2022,NA,1223,NA,7145,2301,"27,269 MOps/Sec","13,834 MOps/Sec",15 Million Primes/Sec,"12,719 Thousand Strings/Sec","6,149 MBytes/Sec","120,391 KBytes/Sec",392 Frames/Sec,"2,728 Million Matrices/Sec","2,301 MOps/Sec",2301.0,2728.0,13834.0,"Laptop, Mobile/Embedded",12 W,: 25 W,,,,,
4793,vendor Kirin820,vendor Kirin820,vendor Kirin820,2.4 GHz,,8,8,,,,vendor Kirin820,Q1 2022,NA,1628,NA,4914,1683,"21,979 MOps/Sec","10,152 MOps/Sec",8 Million Primes/Sec,"10,475 Thousand Strings/Sec","3,439 MBytes/Sec","87,542 KBytes/Sec",205 Frames/Sec,"2,663 Million Matrices/Sec","1,683 MOps/Sec",1683.0,2663.0,10152.0,Mobile/Embedded,,,,,,,
4809,ARM Cortex-A57 4 Core 2091 MHz,ARM Cortex-A57 4 Core 2091 MHz,ARM Cortex-A57 4 Core 2091 MHz,2.1 GHz,,4,4,,,,ARM Cortex-A57 4 Core 2091 MHz,Q2 2022,NA,3120,NA,1307,451,"13,102 MOps/Sec","3,406 MOps/Sec",8 Million Primes/Sec,"4,510 Thousand Strings/Sec",360.5 MBytes/Sec,"9,391 KBytes/Sec",132 Frames/Sec,782 Million Matrices/Sec,451 MOps/Sec,451.0,782.0,3406.0,ARM Cortex-A57 4 Core 2091 MHz,,,,,,,
4794,Intel Core i7-1255U,Intel Iris Xe Graphics,FCBGA1744,,,,,15 W,"L1: 928 KB, L2: 6.5 MB, L3: 12 MB","Max. Memory Size: 64 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to )","12th Gen Intel(R) Core(TM) i7-1255U, 12th Gen Intel Core i7-1255U",Q1 2022,32.37,752,From submitted results to PerformanceTest V10 as of 31st of October 2023.,13790,3329,"51,275 MOps/Sec","34,035 MOps/Sec",44 Million Primes/Sec,"17,363 Thousand Strings/Sec","9,528 MBytes/Sec","150,233 KBytes/Sec",851 Frames/Sec,"8,400 Million Matrices/Sec","3,329 MOps/Sec",3329.0,8400.0,34035.0,Laptop,12 W,: 55 W,"10 Cores, 12 Threads",,,"2 Cores, 4 Threads, 1.7 GHz Base, 4.7 GHz Turbo","8 Cores, 8 Threads, 1.2 GHz Base, 3.5 GHz Turbo"
4814,AMD Ryzen 7 5700X,AMD Ryzen 7 5700X 8-Core Processor,AM4,3.4 GHz,4.6 GHz,8,16,65 W,"L1: 512 KB, L2: 4.0 MB, L3: 32 MB",,AMD Ryzen 7 5700X 8-Core Processor,Q2 2022,144.79,292,From submitted results to PerformanceTest V10 as of 31st of October 2023.,26784,3385,"94,123 MOps/Sec","51,861 MOps/Sec",125 Million Primes/Sec,"34,024 Thousand Strings/Sec","20,220 MBytes/Sec","322,726 KBytes/Sec","1,366 Frames/Sec","21,446 Million Matrices/Sec","3,385 MOps/Sec",3385.0,21446.0,51861.0,Desktop,,,,,,,
4823,AMD Ryzen 7 5800X3D,AMD Ryzen 7 5800X3D 8-Core Processor,AM4,3.4 GHz,4.5 GHz,8,16,105 W,"L1: 512 KB, L2: 4.0 MB, L3: 96 MB",,AMD Ryzen 7 5800X3D 8-Core Processor,Q2 2022,97.52,257,From submitted results to PerformanceTest V10 as of 31st of October 2023.,28236,3221,"89,458 MOps/Sec","49,983 MOps/Sec",208 Million Primes/Sec,"34,272 Thousand Strings/Sec","20,216 MBytes/Sec","328,525 KBytes/Sec","2,882 Frames/Sec","22,284 Million Matrices/Sec","3,221 MOps/Sec",3221.0,22284.0,49983.0,Desktop,,,,,,,
4824,MT8735A,MT8735A,MT8735A,1.4 GHz,,4,4,,,,MT8735A,Q2 2022,NA,3704,NA,731,333,"5,329 MOps/Sec","1,215 MOps/Sec",2 Million Primes/Sec,"2,565 Thousand Strings/Sec",700.8 MBytes/Sec,"14,128 KBytes/Sec",57 Frames/Sec,638 Million Matrices/Sec,333 MOps/Sec,333.0,638.0,1215.0,Mobile/Embedded,,,,,,,
4805,"Qualcomm Technologies, Inc SM6375","Qualcomm Technologies, Inc SM6375","Qualcomm Technologies, Inc SM6375",2.2 GHz,,8,8,,,,"Qualcomm Technologies, Inc SM6375",Q2 2022,NA,1757,NA,4255,1888,"23,223 MOps/Sec","7,717 MOps/Sec",9 Million Primes/Sec,"11,250 Thousand Strings/Sec","3,113 MBytes/Sec","65,955 KBytes/Sec",200 Frames/Sec,"1,468 Million Matrices/Sec","1,888 MOps/Sec",1888.0,1468.0,7717.0,Mobile/Embedded,,,,,,,
4813,Intel Core i9-12900KS,Intel UHD Graphics 770,LGA 1700,,,,,150 W,"L1: 1408 KB, L2: 14.0 MB, L3: 30 MB","Max. Memory Size: 128 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, ECC Supported)","12th Gen Intel(R) Core(TM) i9-12900KS, 12th Gen Intel Core i9-12900KS",Q2 2022,110.69,119,From submitted results to PerformanceTest V10 as of 31st of October 2023.,44277,4360,"148,228 MOps/Sec","112,374 MOps/Sec",163 Million Primes/Sec,"61,576 Thousand Strings/Sec","31,814 MBytes/Sec","571,359 KBytes/Sec","2,492 Frames/Sec","35,436 Million Matrices/Sec","4,360 MOps/Sec",4360.0,35436.0,112374.0,Desktop,,: 241 W,"16 Cores, 24 Threads",,,"8 Cores, 16 Threads, 3.4 GHz Base, 5.5 GHz Turbo","8 Cores, 8 Threads, 2.5 GHz Base, 4.0 GHz Turbo"
4832,AMD Ryzen 3 4100,AMD Ryzen 3 4100 4-Core Processor,AM4,3.8 GHz,4.0 GHz,4,8,65 W,"L1: 256 KB, L2: 2.0 MB, L3: 4 MB",,AMD Ryzen 3 4100 4-Core Processor,Q2 2022,169.88,884,From submitted results to PerformanceTest V10 as of 31st of October 2023.,11041,2524,"32,596 MOps/Sec","19,292 MOps/Sec",23 Million Primes/Sec,"16,009 Thousand Strings/Sec","9,170 MBytes/Sec","150,048 KBytes/Sec",547 Frames/Sec,"9,906 Million Matrices/Sec","2,524 MOps/Sec",2524.0,9906.0,19292.0,Desktop,,,,,,,
4825,ARM D2000/8 8 Core 2300 MHz,ARM D2000/8 8 Core 2300 MHz,ARM D2000/8 8 Core 2300 MHz,2.3 GHz,,8,8,,,,ARM D2000/8 8 Core 2300 MHz,Q2 2022,NA,2296,NA,2674,589,"29,657 MOps/Sec","10,496 MOps/Sec",17 Million Primes/Sec,"9,415 Thousand Strings/Sec",581.5 MBytes/Sec,"22,030 KBytes/Sec",259 Frames/Sec,"1,917 Million Matrices/Sec",589 MOps/Sec,589.0,1917.0,10496.0,ARM D2000/8 8 Core 2300 MHz,,,,,,,
4884,AMD EPYC 7773X,AMD EPYC 7773X 64-Core Processor,SP3,2.2 GHz,3.5 GHz,64,128,280 W,,,AMD EPYC 7773X 64-Core Processor,Q2 2022,18.30,11,From submitted results to PerformanceTest V10 as of 31st of October 2023.,91491,2572,"536,184 MOps/Sec","298,601 MOps/Sec","1,165 Million Primes/Sec","215,087 Thousand Strings/Sec","131,212 MBytes/Sec","1,722,371 KBytes/Sec","17,362 Frames/Sec","90,816 Million Matrices/Sec","2,572 MOps/Sec",2572.0,90816.0,298601.0,Server,225 W,,,,,,
4830,Intel Core i7-12700T,Intel UHD Graphics 770,FCLGA1700,,,,,35 W,,"Max. Memory Size: 128 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, ECC Supported)","12th Gen Intel(R) Core(TM) i7-12700T, 12th Gen Intel Core i7-12700T",Q2 2022,64.11,426,From submitted results to PerformanceTest V10 as of 31st of October 2023.,21734,3626,"87,327 MOps/Sec","63,047 MOps/Sec",83 Million Primes/Sec,"25,503 Thousand Strings/Sec","13,373 MBytes/Sec","240,190 KBytes/Sec","1,225 Frames/Sec","15,159 Million Matrices/Sec","3,626 MOps/Sec",3626.0,15159.0,63047.0,Desktop,,: 99 W,"12 Cores, 20 Threads",,,"8 Cores, 16 Threads, 1.4 GHz Base, 4.7 GHz Turbo","4 Cores, 4 Threads, 1.0 GHz Base, 3.4 GHz Turbo"
4791,AMD Ryzen 7 PRO 5875U,with Radeon Graphics,FP6,2.0 GHz,4.5 GHz,8,16,15 W,"L1: 512 KB, L2: 4.0 MB, L3: 16 MB",,AMD Ryzen 7 PRO 5875U with Radeon Graphics,Q1 2022,NA,628,NA,16360,2879,"68,056 MOps/Sec","36,024 MOps/Sec",42 Million Primes/Sec,"20,910 Thousand Strings/Sec","12,681 MBytes/Sec","201,153 KBytes/Sec",660 Frames/Sec,"13,136 Million Matrices/Sec","2,879 MOps/Sec",2879.0,13136.0,36024.0,Laptop,,,,,,,
4727,Intel Core i5-12450H,Intel UHD Graphics for 12th Gen Intel Processors,FCBGA1744,,,,,45 W,"L1: 704 KB, L2: 7.0 MB, L3: 12 MB","Max. Memory Size: 64 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to )","12th Gen Intel(R) Core(TM) i5-12450H, 12th Gen Intel Core i5-12450H",Q1 2022,57.22,570,From submitted results to PerformanceTest V10 as of 31st of October 2023.,17795,3473,"58,210 MOps/Sec","43,667 MOps/Sec",48 Million Primes/Sec,"23,330 Thousand Strings/Sec","12,010 MBytes/Sec","218,123 KBytes/Sec",935 Frames/Sec,"13,389 Million Matrices/Sec","3,473 MOps/Sec",3473.0,13389.0,43667.0,Laptop,35 W,: 90 W,"8 Cores, 12 Threads",,,"4 Cores, 8 Threads, 2.0 GHz Base, 4.4 GHz Turbo","4 Cores, 4 Threads, 1.5 GHz Base, 3.3 GHz Turbo"
4806,MT6750V/CS,MT6750V/CS,MT6750V/CS,1.5 GHz,,8,8,,,,MT6750V/CS,Q2 2022,NA,3465,NA,955,384,"4,368 MOps/Sec","1,941 MOps/Sec",NA,"4,428 Thousand Strings/Sec",389.4 MBytes/Sec,"23,346 KBytes/Sec",102 Frames/Sec,"1,626 Million Matrices/Sec",384 MOps/Sec,384.0,1626.0,1941.0,Mobile/Embedded,,,,,,,
4818,Qualcomm MSM8916,Qualcomm MSM8916,Qualcomm MSM8916,1.2 GHz,,4,4,,,,Qualcomm MSM8916,Q2 2022,NA,4036,NA,424,314,"4,825 MOps/Sec",996 MOps/Sec,2 Million Primes/Sec,"1,439 Thousand Strings/Sec",104.6 MBytes/Sec,"9,604 KBytes/Sec",48 Frames/Sec,120 Million Matrices/Sec,314 MOps/Sec,314.0,120.0,996.0,Mobile/Embedded,,,,,,,
4819,Intel Core i3-1220P,Intel UHD Graphics for 12th Gen Intel Processors,FCBGA1744,,,,,28 W,"L1: 928 KB, L2: 6.5 MB, L3: 12 MB","Max. Memory Size: 64 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s, Up to )","12th Gen Intel(R) Core(TM) i3-1220P, 12th Gen Intel Core i3-1220P",Q2 2022,51.22,719,From submitted results to PerformanceTest V10 as of 31st of October 2023.,14394,3401,"54,801 MOps/Sec","37,928 MOps/Sec",31 Million Primes/Sec,"20,995 Thousand Strings/Sec","11,019 MBytes/Sec","181,296 KBytes/Sec",618 Frames/Sec,"10,004 Million Matrices/Sec","3,401 MOps/Sec",3401.0,10004.0,37928.0,Laptop,20 W,: 64 W,"10 Cores, 12 Threads",,,"2 Cores, 4 Threads, 1.5 GHz Base, 4.4 GHz Turbo","8 Cores, 8 Threads, 1.1 GHz Base, 3.3 GHz Turbo"
4849,Intel Core i5-10500TE @ 2.30GHz,Intel UHD Graphics 630,FCLGA1200,2.3 GHz,3.7 GHz,6,12,35 W,"L1: 384 KB, L2: 1.5 MB, L3: 12 MB",Max. Memory Size: 128 GB (DDR4-2666),Intel(R) Core(TM) i5-10500TE CPU @ 2.30GHz,Q2 2022,43.33,1067,From submitted results to PerformanceTest V10 as of 31st of October 2023.,8449,2145,"28,375 MOps/Sec","17,998 MOps/Sec",24 Million Primes/Sec,"16,127 Thousand Strings/Sec","2,904 MBytes/Sec","129,936 KBytes/Sec",483 Frames/Sec,"8,655 Million Matrices/Sec","2,145 MOps/Sec",2145.0,8655.0,17998.0,"Laptop, Mobile/Embedded",,,,,,,
4820,ARM Neoverse-N1 80 Core 2600 MHz,ARM Neoverse-N1 80 Core 2600 MHz,ARM Neoverse-N1 80 Core 2600 MHz,2.6 GHz,,80,80,,,,ARM Neoverse-N1 80 Core 2600 MHz,Q2 2022,NA,530,NA,18823,1127,"329,326 MOps/Sec","250,284 MOps/Sec",33 Million Primes/Sec,"19,432 Thousand Strings/Sec","11,267 MBytes/Sec","396,389 KBytes/Sec",399 Frames/Sec,"51,772 Million Matrices/Sec","1,127 MOps/Sec",1127.0,51772.0,250284.0,ARM Neoverse-N1 80 Core 2600 MHz,,,,,,,
4831,AMD Ryzen 5 PRO 5675U,with Radeon Graphics,FP6,2.3 GHz,4.3 GHz,6,12,15 W,"L1: 384 KB, L2: 3.0 MB, L3: 16 MB",,AMD Ryzen 5 PRO 5675U with Radeon Graphics,Q2 2022,NA,715,NA,14423,2930,"56,170 MOps/Sec","29,554 MOps/Sec",45 Million Primes/Sec,"18,190 Thousand Strings/Sec","10,702 MBytes/Sec","167,615 KBytes/Sec",608 Frames/Sec,"10,997 Million Matrices/Sec","2,930 MOps/Sec",2930.0,10997.0,29554.0,Laptop,,,,,,,
4812,Hisilicon Kirin 935,Hisilicon Kirin 935,Hisilicon Kirin 935,2.2 GHz,,8,8,,,,Hisilicon Kirin 935,Q2 2022,NA,3134,NA,1291,328,"17,210 MOps/Sec","2,749 MOps/Sec",3 Million Primes/Sec,"4,893 Thousand Strings/Sec","1,601 MBytes/Sec","18,688 KBytes/Sec",81 Frames/Sec,285 Million Matrices/Sec,328 MOps/Sec,328.0,285.0,2749.0,Mobile/Embedded,,,,,,,
4826,AMD Ryzen 7 PRO 6850U,AMD Radeon 680M,FP7,2.7 GHz,4.7 GHz,8,16,28 W,"L1: 512 KB, L2: 4.0 MB, L3: 16 MB",,AMD Ryzen 7 PRO 6850U with Radeon Graphics,Q2 2022,NA,458,NA,20883,3228,"80,386 MOps/Sec","43,177 MOps/Sec",57 Million Primes/Sec,"27,093 Thousand Strings/Sec","16,097 MBytes/Sec","251,930 KBytes/Sec",997 Frames/Sec,"16,136 Million Matrices/Sec","3,228 MOps/Sec",3228.0,16136.0,43177.0,Laptop,15 W,,,,,,
4796,Intel Xeon D-2799 @ 2.40GHz,Intel(R) Xeon(R) D-2799 CPU @ 2.40GHz,FCBGA2579,2.4 GHz,3.4 GHz,20,40,129 W,,"Max. Memory Size: 1.0 TB (DDR4, ECC Supported)",Intel(R) Xeon(R) D-2799 CPU @ 2.40GHz,Q1 2022,17.48,186,From submitted results to PerformanceTest V10 as of 31st of October 2023.,33792,2404,"125,419 MOps/Sec","69,314 MOps/Sec",128 Million Primes/Sec,"57,446 Thousand Strings/Sec","27,959 MBytes/Sec","466,489 KBytes/Sec","1,758 Frames/Sec","30,528 Million Matrices/Sec","2,404 MOps/Sec",2404.0,30528.0,69314.0,Server,,,,,,,
4788,AMD Ryzen 7 5825U,with Radeon Graphics,AM4,2.0 GHz,4.5 GHz,8,16,15 W,"L1: 512 KB, L2: 4.0 MB, L3: 16 MB",,AMD Ryzen 7 5825U with Radeon Graphics,Q1 2022,NA,546,NA,18446,3073,"76,189 MOps/Sec","39,662 MOps/Sec",45 Million Primes/Sec,"24,480 Thousand Strings/Sec","14,574 MBytes/Sec","229,505 KBytes/Sec",722 Frames/Sec,"14,978 Million Matrices/Sec","3,073 MOps/Sec",3073.0,14978.0,39662.0,Laptop,,,,,,,
4828,AMD EPYC 7T83,AMD EPYC 7T83 64-Core Processor,SP3,2.5 GHz,3.5 GHz,64,128,280 W,"L1: 8128 KB, L2: 63.5 MB, L3: 512 MB",,AMD EPYC 7T83 64-Core Processor,Q2 2022,NA,28,NA,74892,2259,"509,682 MOps/Sec","288,937 MOps/Sec",285 Million Primes/Sec,"170,251 Thousand Strings/Sec","112,540 MBytes/Sec","1,493,380 KBytes/Sec","4,152 Frames/Sec","104,953 Million Matrices/Sec","2,259 MOps/Sec",2259.0,104953.0,288937.0,Server,,,,,,,
4802,Intel Core i3-12100T,Intel UHD Graphics 730,FCLGA1700,2.2 GHz,4.1 GHz,4,8,35 W,"L1: 320 KB, L2: 5.0 MB, L3: 12 MB","Max. Memory Size: 128 GB (Up to DDR5 4800 MT/s, Up to DDR4 3200 MT/s)",12th Gen Intel(R) Core(TM) i3-12100T,Q1 2022,104.76,807,From submitted results to PerformanceTest V10 as of 31st of October 2023.,12781,3317,"37,770 MOps/Sec","29,357 MOps/Sec",53 Million Primes/Sec,"14,704 Thousand Strings/Sec","7,474 MBytes/Sec","147,049 KBytes/Sec",809 Frames/Sec,"9,811 Million Matrices/Sec","3,317 MOps/Sec",3317.0,9811.0,29357.0,Desktop,,: 69 W,,,,,
4894,AMD Embedded R-Series RX-421ND,AMD Embedded R-Series RX-421ND,FP4,2.1 GHz,3.4 GHz,4,4,35 W,,,AMD Embedded R-Series RX-421ND,Q2 2022,NA,1943,NA,3575,1536,"19,811 MOps/Sec","5,736 MOps/Sec",13 Million Primes/Sec,"5,594 Thousand Strings/Sec","1,287 MBytes/Sec","57,274 KBytes/Sec",284 Frames/Sec,"1,787 Million Matrices/Sec","1,536 MOps/Sec",1536.0,1787.0,5736.0,Mobile/Embedded,,,,,,,
